Entity,Code,Year,Gas Consumption - TWh,,,
Russia,RUS,2019,4443.127211,,,
Russia,RUS,2020,4113.891944,,,
Slovakia,SVK,1965,2.9853,1,,
Slovakia,SVK,1966,3.3201,,,
Slovakia,SVK,1967,3.9804,,,
Slovakia,SVK,1968,8.9115,,,
Slovakia,SVK,1969,9.03125,,,
Slovakia,SVK,1970,12.1275,,,
Slovakia,SVK,1971,15.22375,,,
Slovakia,SVK,1972,16.532,,,
Slovakia,SVK,1973,18.1565,,,
Slovakia,SVK,1974,22.13625,,,
Slovakia,SVK,1975,25.3425,,,
Slovakia,SVK,1976,27.97925,,,
Slovakia,SVK,1977,31.79825,,,
Slovakia,SVK,1978,35.63,,,
Slovakia,SVK,1979,36.769,,,
Slovakia,SVK,1980,26.95325,,,
Slovakia,SVK,1981,27.98575,,,
Slovakia,SVK,1982,29.2225,,,
Slovakia,SVK,1983,30.00925,,,
Slovakia,SVK,1984,34.059,,,
Slovakia,SVK,1985,34.998,,,
Slovakia,SVK,1986,37.484,,,
Slovakia,SVK,1987,39.5915,,,
Slovakia,SVK,1988,38.9665,,,
Slovakia,SVK,1989,44.0555,,,
Slovakia,SVK,1990,59.173,,,
Slovakia,SVK,1991,52.629,,,
Slovakia,SVK,1992,57.8885,,,
Slovakia,SVK,1993,57.3265,,,
Slovakia,SVK,1994,54.73375,,,
Slovakia,SVK,1995,60.676,,,
Slovakia,SVK,1996,63.94625,,,
Slovakia,SVK,1997,64.8905,,,
Slovakia,SVK,1998,65.93675,,,
Slovakia,SVK,1999,66.73475,,,
Slovakia,SVK,2000,67.17975,,,
Slovakia,SVK,2001,71.738,,,
Slovakia,SVK,2002,68.23725,,,
Slovakia,SVK,2003,65.927,,,
Slovakia,SVK,2004,63.9465,,,
Slovakia,SVK,2005,68.64875,,,
Slovakia,SVK,2006,62.54475,,,
Slovakia,SVK,2007,59.189,,,
Slovakia,SVK,2008,60.08425,,,
Slovakia,SVK,2009,51.4675,,,
Slovakia,SVK,2010,58.22475,,,
Slovakia,SVK,2011,53.929,,,
Slovakia,SVK,2012,50.76875,,,
Slovakia,SVK,2013,53.01,,,
Slovakia,SVK,2014,43.87225,,,
Slovakia,SVK,2015,45.118,,,
Slovakia,SVK,2016,45.30275,,,
Slovakia,SVK,2017,48.10944667,,,
Slovakia,SVK,2018,47.41621389,,,
Slovakia,SVK,2019,47.52277833,,,
Slovakia,SVK,2020,49.7848925,,,
Slovenia,SVN,1990,8.92175,,,
Slovenia,SVN,1991,8.482,,,
Slovenia,SVN,1992,7.16175,,,
Slovenia,SVN,1993,7.11325,,,
Slovenia,SVN,1994,7.74575,,,
Slovenia,SVN,1995,8.597,,,
Slovenia,SVN,1996,8.7345,,,
Slovenia,SVN,1997,9.285,,,
Slovenia,SVN,1998,9.51175,,,
Slovenia,SVN,1999,9.929,,,
Slovenia,SVN,2000,9.598016944,,,
Slovenia,SVN,2001,9.881981944,,,
Slovenia,SVN,2002,9.531758611,,,
Slovenia,SVN,2003,10.54456694,,,
Slovenia,SVN,2004,10.45011083,,,
Slovenia,SVN,2005,10.78443222,,,
Slovenia,SVN,2006,10.45774,,,
Slovenia,SVN,2007,10.63487722,,,
Slovenia,SVN,2008,10.213975,,,
Slovenia,SVN,2009,9.665118056,,,
Slovenia,SVN,2010,10.02804417,,,
Slovenia,SVN,2011,8.580589444,,,
Slovenia,SVN,2012,8.253385833,,,
Slovenia,SVN,2013,8.106670556,,,
Slovenia,SVN,2014,7.280815278,,,
Slovenia,SVN,2015,7.724340278,,,
Slovenia,SVN,2016,8.190601389,,,
Slovenia,SVN,2017,8.622060278,,,
Slovenia,SVN,2018,8.530561667,,,
Slovenia,SVN,2019,8.56711,,,
Slovenia,SVN,2020,8.551605833,,,
Spain,ESP,1965,0,,,
Spain,ESP,1966,0,,,
Spain,ESP,1967,0,,,
Spain,ESP,1968,0,,,
Spain,ESP,1969,0.9393,,,
Spain,ESP,1970,0.7474,,,
Spain,ESP,1971,3.9794,,,
Spain,ESP,1972,11.716,,,
Spain,ESP,1973,11.312,,,
Spain,ESP,1974,14.14,,,
Spain,ESP,1975,14.5844,,,
Spain,ESP,1976,16.7458,,,
Spain,ESP,1977,16.0994,,,
Spain,ESP,1978,16.4933,,,
Spain,ESP,1979,15.9378,,,
Spain,ESP,1980,20.4323,,,
Spain,ESP,1981,23.331,,,
Spain,ESP,1982,25.4419,,,
Spain,ESP,1983,27.5124,,,
Spain,ESP,1984,22.5634,,,
Spain,ESP,1985,23.937,,,
Spain,ESP,1986,28.1992,,,
Spain,ESP,1987,30.1889,,,
Spain,ESP,1988,38.9557,,,
Spain,ESP,1989,50.0051,,,
Spain,ESP,1990,57.79439222,,,
Spain,ESP,1991,65.11023611,,,
Spain,ESP,1992,68.07941528,,,
Spain,ESP,1993,66.77966528,,,
Spain,ESP,1994,73.21792778,,,
Spain,ESP,1995,89.79324194,,,
Spain,ESP,1996,100.4896861,,,
Spain,ESP,1997,131.4889783,,,
Spain,ESP,1998,134.9870558,,,
Spain,ESP,1999,154.5253008,,,
Spain,ESP,2000,176.9639881,,,
Spain,ESP,2001,190.6943492,,,
Spain,ESP,2002,218.0343444,,,
Spain,ESP,2003,248.28728,,,
Spain,ESP,2004,292.6907458,,,
Spain,ESP,2005,347.0195539,,,
Spain,ESP,2006,363.1736992,,,
Spain,ESP,2007,369.5727192,,,
Spain,ESP,2008,405.9217331,,,
Spain,ESP,2009,363.0772178,,,
Spain,ESP,2010,361.9646814,,,
Spain,ESP,2011,336.4608333,,,
Spain,ESP,2012,332.2561414,,,
Spain,ESP,2013,303.2809603,,,
Spain,ESP,2014,275.2389992,,,
Spain,ESP,2015,285.4378347,,,
Spain,ESP,2016,291.2159444,,,
Spain,ESP,2017,317.1211414,,,
Spain,ESP,2018,314.9724989,,,
Spain,ESP,2019,359.7447425,,,
Spain,ESP,2020,324.1342481,,,
Sweden,SWE,1965,0,,,
Sweden,SWE,1966,0,,,
Sweden,SWE,1967,0,,,
Sweden,SWE,1968,0,,,
Sweden,SWE,1969,0,,,
Sweden,SWE,1970,0,,,
Sweden,SWE,1971,0,,,
Sweden,SWE,1972,0,,,
Sweden,SWE,1973,0,,,
Sweden,SWE,1974,0,,,
Sweden,SWE,1975,0,,,
Sweden,SWE,1976,0,,,
Sweden,SWE,1977,0,,,
Sweden,SWE,1978,0,,,
Sweden,SWE,1979,0,,,
Sweden,SWE,1980,0,,,
Sweden,SWE,1981,0,,,
Sweden,SWE,1982,0,,,
Sweden,SWE,1983,0,,,
Sweden,SWE,1984,0,,,
Sweden,SWE,1985,0.713841389,,,
Sweden,SWE,1986,1.879767778,,,
Sweden,SWE,1987,2.510536667,,,
Sweden,SWE,1988,3.2286325,,,
Sweden,SWE,1989,4.317979722,,,
Sweden,SWE,1990,6.009882778,,,
Sweden,SWE,1991,6.420766944,,,
Sweden,SWE,1992,7.247237778,,,
Sweden,SWE,1993,7.909355,,,
Sweden,SWE,1994,7.8520325,,,
Sweden,SWE,1995,7.859869722,,,
Sweden,SWE,1996,8.422120556,,,
Sweden,SWE,1997,8.3195675,,,
Sweden,SWE,1998,8.245899444,,,
Sweden,SWE,1999,8.263588611,,,
Sweden,SWE,2000,8.081545556,,,
Sweden,SWE,2001,9.117825,,,
Sweden,SWE,2002,9.27882,,,
Sweden,SWE,2003,9.252621944,,,
Sweden,SWE,2004,9.212317222,,,
Sweden,SWE,2005,8.77725,,,
Sweden,SWE,2006,9.18875,,,
Sweden,SWE,2007,9.483,,,
Sweden,SWE,2008,8.61025,,,
Sweden,SWE,2009,11.495,,,
Sweden,SWE,2010,15.468,,,
Sweden,SWE,2011,12.21675,,,
Sweden,SWE,2012,10.651,,,
Sweden,SWE,2013,10.2365,,,
Sweden,SWE,2014,8.40375,,,
Sweden,SWE,2015,9.33575,,,
Sweden,SWE,2016,9.989,,,
Sweden,SWE,2017,9.61625,,,
Sweden,SWE,2018,10.16875,,,
Sweden,SWE,2019,10.20175,,,
Sweden,SWE,2020,10.57831611,,,
Switzerland,CHE,1965,0,,,
Switzerland,CHE,1966,0,,,
Switzerland,CHE,1967,0,,,
Switzerland,CHE,1968,0,,,
Switzerland,CHE,1969,0.0025,,,
Switzerland,CHE,1970,0.385,,,
Switzerland,CHE,1971,0.93,,,
Switzerland,CHE,1972,1.18,,,
Switzerland,CHE,1973,1.5975,,,
Switzerland,CHE,1974,3.365,,,
Switzerland,CHE,1975,5.42,,,
Switzerland,CHE,1976,5.6575,,,
Switzerland,CHE,1977,6.46,,,
Switzerland,CHE,1978,7.0875,,,
Switzerland,CHE,1979,7.95,,,
Switzerland,CHE,1980,9.07,,,
Switzerland,CHE,1981,9.785,,,
Switzerland,CHE,1982,10.335,,,
Switzerland,CHE,1983,11.3625,,,
Switzerland,CHE,1984,12.6725,,,
Switzerland,CHE,1985,13.2675,,,
Switzerland,CHE,1986,13.5875,,,
Switzerland,CHE,1987,14.5675,,,
Switzerland,CHE,1988,14.67,,,
Switzerland,CHE,1989,15.955,,,
Switzerland,CHE,1990,17.0775,,,
Switzerland,CHE,1991,19.17,,,
Switzerland,CHE,1992,20.15,,,
Switzerland,CHE,1993,21.14,,,
Switzerland,CHE,1994,20.8525,,,
Switzerland,CHE,1995,22.98,,,
Switzerland,CHE,1996,24.875,,,
Switzerland,CHE,1997,24.015,,,
Switzerland,CHE,1998,24.72,,,
Switzerland,CHE,1999,28.45833333,,,
Switzerland,CHE,2000,28.3,,,
Switzerland,CHE,2001,29.45555556,,,
Switzerland,CHE,2002,28.91111111,,,
Switzerland,CHE,2003,30.55833333,,,
Switzerland,CHE,2004,31.525,,,
Switzerland,CHE,2005,32.36388889,,,
Switzerland,CHE,2006,31.46944444,,,
Switzerland,CHE,2007,30.64166667,,,
Switzerland,CHE,2008,32.64722222,,,
Switzerland,CHE,2009,31.33611111,,,
Switzerland,CHE,2010,35.00277778,,,
Switzerland,CHE,2011,31.04722222,,,
Switzerland,CHE,2012,34.03333333,,,
Switzerland,CHE,2013,35.84166667,,,
Switzerland,CHE,2014,31.04722222,,,
Switzerland,CHE,2015,33.17222222,,,
Switzerland,CHE,2016,34.85,,,
Switzerland,CHE,2017,34.99722222,,,
Switzerland,CHE,2018,33.19722222,,,
Switzerland,CHE,2019,34.05833333,,,
Switzerland,CHE,2020,32.30836611,,,
Turkey,TUR,1965,0,,,
Turkey,TUR,1966,0,,,
Turkey,TUR,1967,0,,,
Turkey,TUR,1968,0,,,
Turkey,TUR,1969,0,,,
Turkey,TUR,1970,0,,,
Turkey,TUR,1971,0,,,
Turkey,TUR,1972,0,,,
Turkey,TUR,1973,0,,,
Turkey,TUR,1974,0,,,
Turkey,TUR,1975,0,,,
Turkey,TUR,1976,0,,,
Turkey,TUR,1977,0,,,
Turkey,TUR,1978,0,,,
Turkey,TUR,1979,0,,,
Turkey,TUR,1980,0,,,
Turkey,TUR,1981,0,,,
Turkey,TUR,1982,0.3399125,,,
Turkey,TUR,1983,0.373425,,,
Turkey,TUR,1984,0.36385,,,
Turkey,TUR,1985,0.469175,,,
Turkey,TUR,1986,4.00235,,,
Turkey,TUR,1987,4.99815,,,
Turkey,TUR,1988,11.35595,,,
Turkey,TUR,1989,30.189975,,,
Turkey,TUR,1990,32.296475,,,
Turkey,TUR,1991,39.5639,,,
Turkey,TUR,1992,43.288575,,,
Turkey,TUR,1993,47.4154,,,
Turkey,TUR,1994,50.278325,,,
Turkey,TUR,1995,65.042975,,,
Turkey,TUR,1996,75.69995,,,
Turkey,TUR,1997,93.078575,,,
Turkey,TUR,1998,98.344825,,,
Turkey,TUR,1999,118.55765,,,
Turkey,TUR,2000,139.46945,,,
Turkey,TUR,2001,153.458525,1965,0,
Turkey,TUR,2002,166.39435,1966,0,
Turkey,TUR,2003,200.48135,1967,0,
Turkey,TUR,2004,211.6841,1968,0,
Turkey,TUR,2005,257.232375,1969,0,
Turkey,TUR,2006,291.970475,1970,0,
Turkey,TUR,2007,338.907125,1971,0,
Turkey,TUR,2008,352.982375,1972,0,
Turkey,TUR,2009,337.221925,1973,0,
Turkey,TUR,2010,358.210325,1974,0,
Turkey,TUR,2011,418.398775,1975,0,
Turkey,TUR,2012,433.19215,1976,0,
Turkey,TUR,2013,439.66485,1977,0,
Turkey,TUR,2014,466.465275,1978,0,
Turkey,TUR,2015,459.590425,1979,0,
Turkey,TUR,2016,445.046,1980,0,
Turkey,TUR,2017,515.680775,1981,0,
Turkey,TUR,2018,472.325175,1982,0,
Turkey,TUR,2019,433.61345,1983,0,
Turkey,TUR,2020,463.6646314,1984,0,
Ukraine,UKR,1985,849.9149458,1985,849.9149458,
Ukraine,UKR,1986,896.9657694,1986,896.9657694,
Ukraine,UKR,1987,916.3908556,1987,916.3908556,
Ukraine,UKR,1988,971.1312683,1988,971.1312683,
Ukraine,UKR,1989,981.7216078,1989,981.7216078,
Ukraine,UKR,1990,1209.674164,1990,1209.674164,
Ukraine,UKR,1991,1149.468228,1991,1149.468228,
Ukraine,UKR,1992,979.9518192,1992,979.9518192,
Ukraine,UKR,1993,879.3104719,1993,879.3104719,
Ukraine,UKR,1994,769.83911,1994,769.83911,
Ukraine,UKR,1995,721.2787611,1995,721.2787611,
Ukraine,UKR,1996,836.6273353,1996,836.6273353,
Ukraine,UKR,1997,753.3431661,1997,753.3431661,
Ukraine,UKR,1998,697.5049164,1998,697.5049164,
Ukraine,UKR,1999,741.0398231,1999,741.0398231,
Ukraine,UKR,2000,741.9862339,2000,741.9862339,
Ukraine,UKR,2001,719.2723697,2001,719.2723697,
Ukraine,UKR,2002,707.9154375,2002,707.9154375,
Ukraine,UKR,2003,722.1116028,2003,722.1116028,
Ukraine,UKR,2004,716.4331367,2004,716.4331367,
Ukraine,UKR,2005,722.1116028,2005,722.1116028,
Ukraine,UKR,2006,700.3441494,2006,700.3441494,
Ukraine,UKR,2007,660.5948869,2007,660.5948869,
Ukraine,UKR,2008,627.4705014,2008,627.4705014,
Ukraine,UKR,2009,489.0862831,2009,489.0862831,
Ukraine,UKR,2010,545.6059489,2010,545.6059489,
Ukraine,UKR,2011,561.2690511,2011,561.2690511,
Ukraine,UKR,2012,518.3871681,2012,518.3871681,
Ukraine,UKR,2013,476.9911506,2013,476.9911506,
Ukraine,UKR,2014,403.1710914,2014,403.1710914,
Ukraine,UKR,2015,319.8869222,2015,319.8869222,
Ukraine,UKR,2016,314.2084561,2016,314.2084561,
Ukraine,UKR,2017,301.9051131,2017,301.9051131,
Ukraine,UKR,2018,305.6907572,2018,305.6907572,
Ukraine,UKR,2019,282.9768928,2019,282.9768928,
Ukraine,UKR,2020,293.3874139,2020,293.3874139,
United Kingdom,GBR,1965,8.59457,1,,
United Kingdom,GBR,1966,8.38523,,,
United Kingdom,GBR,1967,14.10719,,,
United Kingdom,GBR,1968,31.85457,,,
United Kingdom,GBR,1969,62.06931,,,
United Kingdom,GBR,1970,118.2771,,,
United Kingdom,GBR,1971,190.70874,,,
United Kingdom,GBR,1972,270.6301,,,
United Kingdom,GBR,1973,292.80851,,,
United Kingdom,GBR,1974,350.22582,,,
United Kingdom,GBR,1975,366.97302,,,
United Kingdom,GBR,1976,389.24447,,,
United Kingdom,GBR,1977,413.71399,,,
United Kingdom,GBR,1978,429.13537,,,
United Kingdom,GBR,1979,470.16601,,,
United Kingdom,GBR,1980,468.77041,,,
United Kingdom,GBR,1981,475.12039,,,
United Kingdom,GBR,1982,472.74787,,,
United Kingdom,GBR,1983,492.78636,,,
United Kingdom,GBR,1984,504.17213,,,
United Kingdom,GBR,1985,542.22549,,,
United Kingdom,GBR,1986,551.25037,,,
United Kingdom,GBR,1987,566.16003,,,
United Kingdom,GBR,1988,539.2831,,,
United Kingdom,GBR,1989,527.02508,,,
United Kingdom,GBR,1990,548.73829,,,
United Kingdom,GBR,1991,592.76947,,,
United Kingdom,GBR,1992,589.92012,,,
United Kingdom,GBR,1993,672.27215,,,
United Kingdom,GBR,1994,692.25249,,,
United Kingdom,GBR,1995,738.08632,,,
United Kingdom,GBR,1996,859.84079,,,
United Kingdom,GBR,1997,884.18238,,,
United Kingdom,GBR,1998,919.4049,,,
United Kingdom,GBR,1999,978.8769,,,
United Kingdom,GBR,2000,1013.4171,,,
United Kingdom,GBR,2001,1008.5319,,,
United Kingdom,GBR,2002,995.3415,,,
United Kingdom,GBR,2003,998.0918119,,,
United Kingdom,GBR,2004,1019.879073,,,
United Kingdom,GBR,2005,993.8657189,,,
United Kingdom,GBR,2006,942.6023742,,,
United Kingdom,GBR,2007,953.0051433,,,
United Kingdom,GBR,2008,978.3252628,,,
United Kingdom,GBR,2009,912.2370239,,,
United Kingdom,GBR,2010,984.9284297,,,
United Kingdom,GBR,2011,819.185075,,,
United Kingdom,GBR,2012,768.9873894,,,
United Kingdom,GBR,2013,763.257545,,,
United Kingdom,GBR,2014,700.5550747,,,
United Kingdom,GBR,2015,720.4545756,,,
United Kingdom,GBR,2016,806.7364056,,,
United Kingdom,GBR,2017,785.491155,,,
United Kingdom,GBR,2018,795.4000431,,,
United Kingdom,GBR,2019,773.0331725,,,
United Kingdom,GBR,2020,724.9546956,,,
